avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27.6 695 0.799295 0.000859994 13.4172 
1.8 27.6 700 0.799276 0.000944811 13.4622 
1.8 27.6 705 0.799258 0.00103699 13.5078 
1.8 27.6 710 0.79924 0.00113709 13.554 
1.8 27.6 715 0.799223 0.00124569 13.6008 
1.8 27.6 720 0.799206 0.00136345 13.6482 
1.8 27.6 725 0.79919 0.00149102 13.6962 
1.8 27.6 730 0.799175 0.00162845 13.7445 
1.8 27.6 735 0.799161 0.00177227 13.7912 
1.8 27.6 740 0.799148 0.00192617 13.8379 
1.8 27.6 745 0.799136 0.00209068 13.8848 
1.8 27.6 750 0.799125 0.00226635 13.9318 
1.8 27.6 755 0.799115 0.00245373 13.9788 
1.8 27.6 760 0.799106 0.0026534 14.026 
1.8 27.6 765 0.799098 0.00286596 14.0733 
1.8 27.6 770 0.799092 0.00309201 14.1207 
1.8 27.6 775 0.799086 0.00333216 14.1681 
1.8 27.6 780 0.799082 0.00358705 14.2157 
1.8 27.6 785 0.79908 0.00385735 14.2634 
1.8 27.6 790 0.799079 0.00414369 14.3111 
1.8 27.6 795 0.799079 0.00444678 14.359 
1.8 27.6 800 0.799081 0.00476729 14.407 
1.8 27.6 805 0.799085 0.00510593 14.455 
1.8 27.6 810 0.79909 0.00546342 14.5032 
1.8 27.6 815 0.799097 0.00584048 14.5514 
1.8 27.6 820 0.799106 0.00623785 14.5997 
1.8 27.6 825 0.799117 0.00665628 14.6482 
1.8 27.6 830 0.79913 0.00709653 14.6967 
1.8 27.6 835 0.799144 0.00755937 14.7453 
1.8 27.6 840 0.799162 0.00804557 14.7939 
1.8 27.6 845 0.799181 0.00855593 14.8427 
1.8 27.6 850 0.799202 0.00909123 14.8916 
1.8 27.6 855 0.799226 0.00965227 14.9405 
1.8 27.6 860 0.799253 0.0102399 14.9895 
1.8 27.6 865 0.799282 0.0108548 15.0386 
1.8 27.6 870 0.799313 0.0114979 15.0878 
1.8 27.6 875 0.799347 0.0121701 15.1371 
1.8 27.6 880 0.799384 0.012872 15.1864 
1.8 27.6 885 0.756894 0.0136491 15.3629 
1.8 27.6 890 0.697962 0.0144819 15.6001 
1.8 27.6 895 0.647385 0.0153448 15.8232 
1.8 27.6 900 0.603659 0.0162385 16.0337 
1.8 27.6 905 0.565615 0.0171634 16.2326 
1.8 27.6 910 0.532329 0.0181202 16.4211 
1.8 27.6 915 0.503064 0.0191094 16.6002 
1.8 27.6 920 0.477223 0.0201315 16.7706 
1.8 27.6 925 0.45432 0.0211871 16.933 
1.8 27.6 930 0.433952 0.0222768 17.0882 
1.8 27.6 935 0.415785 0.0234012 17.2367 
1.8 27.6 940 0.399539 0.0245608 17.3791 
1.8 27.6 945 0.384977 0.025756 17.5158 
1.8 27.6 950 0.371898 0.0269876 17.6472 
1.8 27.6 955 0.36013 0.0282559 17.7738 
1.8 27.6 960 0.349525 0.0295616 17.8959 
1.8 27.6 965 0.339954 0.0309051 18.0138 
1.8 27.6 970 0.331306 0.0322869 18.1279 
1.8 27.6 975 0.323484 0.0337075 18.2383 
1.8 27.6 980 0.316402 0.0351673 18.3455 
1.8 27.6 985 0.309985 0.0366669 18.4496 
1.8 27.6 990 0.304167 0.0382066 18.5508 
1.8 27.6 995 0.298887 0.0397868 18.6494 
1.8 27.6 1000 0.294095 0.041408 18.7454 
1.8 27.6 1005 0.289741 0.0430705 18.8392 
1.8 27.6 1010 0.285786 0.0447747 18.9309 
1.8 27.6 1015 0.282189 0.0465209 19.0206 
1.8 27.6 1020 0.278918 0.0483094 19.1084 
1.8 27.6 1025 0.275942 0.0501405 19.1945 
1.8 27.6 1030 0.273232 0.0520144 19.2791 
1.8 27.6 1035 0.270763 0.0539315 19.3621 
1.8 27.6 1040 0.268512 0.0558919 19.4438 
1.8 27.6 1045 0.266458 0.0578958 19.5243 
1.8 27.6 1050 0.264582 0.0599434 19.6035 
1.8 27.6 1055 0.262867 0.0620348 19.6817 
1.8 27.6 1060 0.261296 0.0641701 19.7588 
1.8 27.6 1065 0.259855 0.0663494 19.835 
1.8 27.6 1070 0.258531 0.0685728 19.9104 
1.8 27.6 1075 0.25731 0.0708403 19.9849 
1.8 27.6 1080 0.256183 0.0731518 20.0588 
1.8 27.6 1085 0.255137 0.0755074 20.1319 
1.8 27.6 1090 0.254164 0.077907 20.2044 
1.8 27.6 1095 0.253256 0.0803506 20.2763 
1.8 27.6 1100 0.252403 0.0828379 20.3477 
1.8 27.6 1105 0.251598 0.0853689 20.4186 
1.8 27.6 1110 0.250834 0.0879434 20.489 
