Result	Concentration_M	FractionBCC_c	FractionFCC_c	FractionCEM_c	arc_length
0.104085	0.104678	0.642093	0.352244	0	0.00613162
0.104038	0.104687	0.641551	0.352252	0	0.00613796
0.103992	0.104697	0.64101	0.35226	0	0.00614431
0.103945	0.104706	0.640468	0.352269	0	0.00615066
0.103899	0.104715	0.639926	0.352277	0	0.00615701
0.103852	0.104725	0.639385	0.352285	0	0.00616335
0.103805	0.104734	0.638843	0.352294	0	0.0061697
0.103759	0.104743	0.638302	0.352302	0	0.00617605
0.10289	0.104742	0.63278	0.349504	0	0.0061824
0.100076	0.104715	0.615485	0.340071	0	0.00618874
0.097263	0.104687	0.598191	0.330638	0	0.00619509
0.0944496	0.10466	0.580896	0.321205	0	0.00620144
0.0916362	0.104633	0.563601	0.311771	0	0.00620779
0.0888228	0.104605	0.546307	0.302338	0	0.00621413
0.0860093	0.104578	0.529012	0.292905	0	0.00622048
0.0831959	0.10455	0.511718	0.283472	0	0.00622683
0.0803825	0.104523	0.494423	0.274039	0	0.00623318
0.0775691	0.104496	0.477128	0.264606	0	0.00623952
0.0747557	0.104468	0.459834	0.255173	0	0.00624587
0.0719422	0.104441	0.442539	0.24574	0	0.00625222
0.0691288	0.104414	0.425245	0.236307	0	0.00625857
0.0663154	0.104386	0.40795	0.226873	0	0.00626491
0.063502	0.104359	0.390655	0.21744	0	0.00627126
0.0606886	0.104332	0.373361	0.208007	0	0.00627761
0.0578752	0.104304	0.356066	0.198574	0	0.00628396
0.0550617	0.104277	0.338771	0.189141	0	0.0062903
0.0522483	0.10425	0.321477	0.179708	0	0.00629665
