Compteur	FrequenceCapteur	Temps	TemperatureC	EnthalpieVol	dHsurdT	Concentration	ConcentrationLiquide	ConcentrationBCT_S1	ConcentrationFCC_S1	ConcentrationLiq_S1	FractionBCT_S1	FractionFCC_S1	FractionLiq_S1	CodeConvergence	
600	10	60	259.582	8.22035e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
610	10	61	259.593	8.22055e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
620	10	62	259.604	8.22074e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
630	10	63	259.615	8.22093e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
640	10	64	259.626	8.22113e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
650	10	65	259.637	8.22132e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
660	10	66	259.649	8.22152e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
670	10	67	259.66	8.22171e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
680	10	68	259.671	8.22191e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
690	10	69	259.682	8.22211e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
700	10	70	259.694	8.2223e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
710	10	71	259.705	8.2225e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
720	10	72	259.716	8.22269e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
730	10	73	259.727	8.22289e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
740	10	74	259.739	8.22308e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
750	10	75	259.75	8.22328e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
760	10	76	259.761	8.22347e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
770	10	77	259.772	8.22367e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
780	10	78	259.784	8.22387e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
790	10	79	259.795	8.22406e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
800	10	80	259.806	8.22426e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
810	10	81	259.817	8.22445e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
820	10	82	259.829	8.22465e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
830	10	83	259.84	8.22484e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
840	10	84	259.851	8.22504e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
850	10	85	259.862	8.22523e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
860	10	86	259.873	8.22543e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
870	10	87	259.885	8.22562e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
880	10	88	259.896	8.22582e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
890	10	89	259.907	8.22601e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
900	10	90	259.918	8.22621e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
910	10	91	259.93	8.2264e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
920	10	92	259.941	8.2266e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
930	10	93	259.952	8.22679e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
940	10	94	259.963	8.22699e+08	1.73904e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
950	10	95	259.974	8.22718e+08	1.73871e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
960	10	96	259.986	8.22738e+08	1.73871e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
970	10	97	259.997	8.22757e+08	1.73871e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
980	10	98	260.008	8.22777e+08	1.73871e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
990	10	99	260.019	8.22796e+08	1.73871e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1000	10	100	260.03	8.22816e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1010	10	101	260.045	8.22842e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1020	10	102	260.061	8.22869e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1030	10	103	260.077	8.22896e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1040	10	104	260.093	8.22924e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1050	10	105	260.108	8.22951e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1060	10	106	260.124	8.22979e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1070	10	107	260.14	8.23006e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1080	10	108	260.156	8.23033e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1090	10	109	260.171	8.23061e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1100	10	110	260.187	8.23088e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1110	10	111	260.203	8.23116e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1120	10	112	260.219	8.23143e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1130	10	113	260.235	8.23171e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1140	10	114	260.25	8.23198e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1150	10	115	260.266	8.23225e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1160	10	116	260.282	8.23253e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1170	10	117	260.298	8.2328e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1180	10	118	260.313	8.23307e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1190	10	119	260.329	8.23335e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1200	10	120	260.345	8.23362e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1210	10	121	260.36	8.23389e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1220	10	122	260.376	8.23416e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1230	10	123	260.391	8.23443e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1240	10	124	260.407	8.23471e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1250	10	125	260.423	8.23498e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1260	10	126	260.438	8.23525e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1270	10	127	260.454	8.23552e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1280	10	128	260.469	8.23579e+08	1.73838e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1290	10	129	260.485	8.23606e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1300	10	130	260.5	8.23633e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1310	10	131	260.516	8.2366e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1320	10	132	260.532	8.23687e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1330	10	133	260.547	8.23714e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1340	10	134	260.563	8.23741e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1350	10	135	260.578	8.23768e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1360	10	136	260.594	8.23795e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1370	10	137	260.609	8.23822e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1380	10	138	260.625	8.23849e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1390	10	139	260.64	8.23876e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1400	10	140	260.656	8.23903e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1410	10	141	260.671	8.2393e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1420	10	142	260.687	8.23957e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1430	10	143	260.702	8.23984e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1440	10	144	260.718	8.24011e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1450	10	145	260.733	8.24038e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1460	10	146	260.749	8.24065e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1470	10	147	260.764	8.24092e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1480	10	148	260.78	8.24119e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1490	10	149	260.796	8.24146e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1500	10	150	260.811	8.24173e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1510	10	151	260.827	8.242e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1520	10	152	260.842	8.24227e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1530	10	153	260.858	8.24254e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1540	10	154	260.873	8.24281e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1550	10	155	260.889	8.24307e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1560	10	156	260.904	8.24334e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1570	10	157	260.919	8.24361e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1580	10	158	260.935	8.24388e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1590	10	159	260.95	8.24415e+08	1.73837e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1600	10	160	260.966	8.24442e+08	1.73823e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1610	10	161	260.981	8.24469e+08	1.73805e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1620	10	162	260.997	8.24496e+08	1.73805e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1630	10	163	261.012	8.24523e+08	1.73805e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1640	10	164	261.028	8.2455e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1650	10	165	261.043	8.24577e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1660	10	166	261.059	8.24603e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1670	10	167	261.074	8.2463e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1680	10	168	261.09	8.24657e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1690	10	169	261.105	8.24684e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1700	10	170	261.121	8.24711e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1710	10	171	261.136	8.24738e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1720	10	172	261.152	8.24765e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1730	10	173	261.167	8.24791e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1740	10	174	261.182	8.24818e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1750	10	175	261.198	8.24845e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1760	10	176	261.213	8.24872e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1770	10	177	261.229	8.24899e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1780	10	178	261.244	8.24926e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1790	10	179	261.26	8.24952e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1800	10	180	261.275	8.24979e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1810	10	181	261.29	8.25006e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1820	10	182	261.306	8.25033e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1830	10	183	261.321	8.2506e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1840	10	184	261.337	8.25086e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1850	10	185	261.352	8.25113e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1860	10	186	261.368	8.2514e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1870	10	187	261.383	8.25167e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1880	10	188	261.398	8.25194e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1890	10	189	261.414	8.2522e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1900	10	190	261.429	8.25247e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1910	10	191	261.445	8.25274e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1920	10	192	261.46	8.25301e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1930	10	193	261.475	8.25327e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1940	10	194	261.491	8.25354e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1950	10	195	261.506	8.25381e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1960	10	196	261.522	8.25408e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1970	10	197	261.537	8.25435e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1980	10	198	261.552	8.25461e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
1990	10	199	261.568	8.25488e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2000	10	200	261.583	8.25515e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2010	10	201	261.599	8.25542e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2020	10	202	261.614	8.25568e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2030	10	203	261.629	8.25595e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2040	10	204	261.645	8.25622e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2050	10	205	261.66	8.25648e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2060	10	206	261.676	8.25675e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2070	10	207	261.691	8.25702e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2080	10	208	261.706	8.25729e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2090	10	209	261.722	8.25755e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2100	10	210	261.737	8.25782e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2110	10	211	261.752	8.25809e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2120	10	212	261.768	8.25836e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2130	10	213	261.783	8.25862e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2140	10	214	261.799	8.25889e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2150	10	215	261.814	8.25916e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2160	10	216	261.829	8.25942e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2170	10	217	261.845	8.25969e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2180	10	218	261.86	8.25996e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2190	10	219	261.875	8.26022e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2200	10	220	261.891	8.26049e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2210	10	221	261.906	8.26076e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2220	10	222	261.921	8.26102e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2230	10	223	261.937	8.26129e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2240	10	224	261.952	8.26156e+08	1.73772e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2250	10	225	261.967	8.26182e+08	1.73739e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2260	10	226	261.983	8.26209e+08	1.73739e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2270	10	227	261.998	8.26236e+08	1.73739e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2280	10	228	262.014	8.26262e+08	1.73739e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2290	10	229	262.029	8.26289e+08	1.73739e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2300	10	230	262.044	8.26316e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2310	10	231	262.06	8.26342e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2320	10	232	262.075	8.26369e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2330	10	233	262.09	8.26396e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2340	10	234	262.106	8.26422e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2350	10	235	262.121	8.26449e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2360	10	236	262.136	8.26476e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
2370	10	237	262.152	8.26502e+08	1.73707e+06	3	3	2.34515e-310	2.34515e-310	3	0	0	1	1	
