Temps	mMpct	msoluteM_pct
1859.2	0.028284311	0.032003247
1859.3	0.028518066	0.032003247
1859.4	0.02875182	0.032783814
1859.5	0.028985575	0.032783814
1859.6	0.02921933	0.032783814
1859.7	0.029453084	0.033564381
1859.8	0.029453084	0.033564381
1859.9	0.029686839	0.033564381
1860	0.029920594	0.033564381
1860.1	0.030154348	0.033564381
1860.2	0.030388103	0.034344948
1860.3	0.030621857	0.034344948
1860.4	0.030855612	0.034344948
1860.5	0.031323121	0.035125515
1860.6	0.031556876	0.035125515
1860.7	0.031790631	0.035906082
1860.8	0.03225814	0.035906082
1860.9	0.032491895	0.035906082
1861	0.032725649	0.036686649
1861.1	0.032959404	0.036686649
1861.2	0.033193158	0.037467216
1861.3	0.033426913	0.037467216
1861.4	0.033660668	0.037467216
1861.5	0.033894422	0.037467216
1861.6	0.033894422	0.037467216
1861.7	0.034128177	0.037467216
1861.8	0.034361932	0.038247783
1861.9	0.034595686	0.038247783
1862	0.034595686	0.038247783
1862.1	0.034829441	0.038247783
1862.2	0.035063196	0.03902835
1862.3	0.03529695	0.03902835
1862.4	0.035530705	0.03902835
1862.5	0.035764459	0.03902835
1862.6	0.035998214	0.039808917
1862.7	0.035998214	0.039808917
1862.8	0.035998214	0.039808917
1862.9	0.036231969	0.039808917
1863	0.036465723	0.040589484
1863.1	0.036465723	0.039808917
1863.2	0.036465723	0.039808917
1863.3	0.036699478	0.040589484
1863.4	0.036699478	0.040589484
1863.5	0.036699478	0.040589484
1863.6	0.036933233	0.040589484
1863.7	0.037166987	0.040589484
1863.8	0.037166987	0.040589484
1863.9	0.037166987	0.040589484
1864	0.037634497	0.041370051
1864.1	0.037868251	0.041370051
1864.2	0.037868251	0.041370051
1864.3	0.038102006	0.041370051
1864.4	0.03833576	0.042150618
1864.5	0.038569515	0.042150618
1864.6	0.03880327	0.042150618
1864.7	0.039037024	0.042931185
1864.8	0.039037024	0.042931185
1864.9	0.039270779	0.042931185
1865	0.039270779	0.042931185
1865.1	0.039504534	0.042931185
1865.2	0.039738288	0.043711752
1865.3	0.039738288	0.043711752
1865.4	0.039738288	0.043711752
1865.5	0.039972043	0.043711752
1865.6	0.039972043	0.043711752
1865.7	0.039972043	0.043711752
1865.8	0.039972043	0.043711752
1865.9	0.040439552	0.043711752
1866	0.040205798	0.043711752
1866.1	0.040439552	0.043711752
1866.2	0.040673307	0.044492319
1866.3	0.040907061	0.044492319
1866.4	0.040907061	0.044492319
1866.5	0.041140816	0.044492319
1866.6	0.041374571	0.045272886
1866.7	0.041374571	0.045272886
1866.8	0.041374571	0.045272886
1866.9	0.041608325	0.045272886
1867	0.04184208	0.045272886
1867.1	0.04184208	0.045272886
1867.2	0.04184208	0.045272886
1867.3	0.042075835	0.046053453
1867.4	0.042309589	0.046053453
1867.5	0.042309589	0.046053453
1867.6	0.042543344	0.046053453
1867.7	0.042777099	0.046053453
1867.8	0.043010853	0.04683402
1867.9	0.043010853	0.04683402
1868	0.043244608	0.04683402
1868.1	0.043478363	0.04683402
1868.2	0.043478363	0.04683402
1868.3	0.043712117	0.047614587
1868.4	0.043945872	0.047614587
1868.5	0.044179626	0.047614587
1868.6	0.044179626	0.047614587
1868.7	0.044413381	0.047614587
1868.8	0.044647136	0.048395154
1868.9	0.044647136	0.048395154
1869	0.044647136	0.048395154
1869.1	0.04488089	0.048395154
1869.2	0.045114645	0.048395154
1869.3	0.045114645	0.048395154
1869.4	0.045114645	0.048395154
1869.5	0.0453484	0.049175721
1869.6	0.045582154	0.049175721
1869.7	0.045582154	0.049175721
1869.8	0.046049664	0.049956288
1869.9	0.046517173	0.049956288
1870	0.046517173	0.049956288
1870.1	0.046750927	0.049956288
1870.2	0.047218437	0.050736855
1870.3	0.047452191	0.050736855
1870.4	0.047685946	0.051517422
1870.5	0.047919701	0.051517422
1870.6	0.048153455	0.051517422
1870.7	0.04838721	0.052297989
1870.8	0.04838721	0.052297989
1870.9	0.04838721	0.052297989
1871	0.048620965	0.052297989
1871.1	0.048620965	0.052297989
1871.2	0.048854719	0.052297989
1871.3	0.049088474	0.052297989
1871.4	0.049088474	0.052297989
1871.5	0.049088474	0.053078556
1871.6	0.049322228	0.053078556
1871.7	0.049555983	0.053078556
1871.8	0.049555983	0.053078556
1871.9	0.049555983	0.053078556
1872	0.049789738	0.053078556
1872.1	0.050023492	0.053859123
1872.2	0.050023492	0.053859123
1872.3	0.050257247	0.053859123
1872.4	0.050491002	0.053859123
1872.5	0.050724756	0.05463969
1872.6	0.050724756	0.05463969
1872.7	0.050958511	0.05463969
1872.8	0.051192266	0.05463969
1872.9	0.05142602	0.05463969
1873	0.05142602	0.055420257
1873.1	0.051659775	0.055420257
1873.2	0.051893529	0.055420257
1873.3	0.051893529	0.055420257
1873.4	0.051659775	0.055420257
1873.5	0.051893529	0.055420257
1873.6	0.051893529	0.055420257
1873.7	0.052127284	0.055420257
1873.8	0.052127284	0.056200824
1873.9	0.052594793	0.056200824
1874	0.052828548	0.056200824
1874.1	0.053062303	0.056981391
1874.2	0.053529812	0.056981391
1874.3	0.053997321	0.057761958
1874.4	0.053997321	0.057761958
1874.5	0.054231076	0.057761958
1874.6	0.05446483	0.057761958
1874.7	0.054698585	0.058542525
1874.8	0.05493234	0.058542525
1874.9	0.05493234	0.058542525
1875	0.055166094	0.058542525
1875.1	0.055166094	0.058542525
1875.2	0.055166094	0.058542525
1875.3	0.055399849	0.059323092
1875.4	0.055399849	0.059323092
1875.5	0.055399849	0.059323092
1875.6	0.055399849	0.059323092
1875.7	0.055867358	0.059323092
1875.8	0.056101113	0.059323092
1875.9	0.055867358	0.059323092
1876	0.056101113	0.060103659
1876.1	0.056334868	0.060103659
1876.2	0.056334868	0.060103659
1876.3	0.056568622	0.060103659
1876.4	0.056802377	0.060103659
1876.5	0.057036131	0.060884226
1876.6	0.056802377	0.060884226
1876.7	0.057036131	0.060884226
1876.8	0.057269886	0.060884226
1876.9	0.057269886	0.060884226
1877	0.057269886	0.060884226
1877.1	0.057737395	0.061664793
1877.2	0.05797115	0.061664793
1877.3	0.05797115	0.061664793
1877.4	0.05797115	0.061664793
1877.5	0.058438659	0.06244536
1877.6	0.058672414	0.06244536
1877.7	0.058672414	0.06244536
1877.8	0.058906169	0.06244536
1877.9	0.059373678	0.063225927
1878	0.059373678	0.063225927
1878.1	0.059607432	0.063225927
1878.2	0.060074942	0.063225927
1878.3	0.060308696	0.064006494
1878.4	0.060308696	0.064006494
1878.5	0.060542451	0.064006494
1878.6	0.06100996	0.064787061
1878.7	0.06100996	0.064787061
1878.8	0.061243715	0.064787061
1878.9	0.061243715	0.064787061
1879	0.06147747	0.064787061
1879.1	0.06147747	0.065567628
1879.2	0.06147747	0.064787061
1879.3	0.061711224	0.065567628
1879.4	0.061944979	0.065567628
1879.5	0.061944979	0.065567628
1879.6	0.062178733	0.065567628
1879.7	0.062412488	0.066348195
1879.8	0.062646243	0.066348195
1879.9	0.062646243	0.066348195
1880	0.062879997	0.066348195
1880.1	0.063113752	0.067128762
1880.2	0.062879997	0.067128762
1880.3	0.063113752	0.066348195
1880.4	0.063347507	0.067128762
1880.5	0.063581261	0.067128762
1880.6	0.063581261	0.067128762
1880.7	0.063815016	0.067128762
1880.8	0.064048771	0.067909329
1880.9	0.064282525	0.067909329
1881	0.064282525	0.067909329
1881.1	0.06451628	0.067909329
1881.2	0.064750034	0.068689896
1881.3	0.06451628	0.068689896
1881.4	0.064750034	0.068689896
1881.5	0.064750034	0.068689896
1881.6	0.064983789	0.068689896
1881.7	0.064750034	0.068689896
1881.8	0.064750034	0.068689896
1881.9	0.064983789	0.068689896
1882	0.064750034	0.068689896
1882.1	0.064750034	0.068689896
1882.2	0.064750034	0.067909329
1882.3	0.064983789	0.068689896
1882.4	0.064750034	0.068689896
1882.5	0.064983789	0.068689896
1882.6	0.065217544	0.068689896
1882.7	0.065451298	0.068689896
1882.8	0.065451298	0.069470463
1882.9	0.065685053	0.069470463
1883	0.065918808	0.069470463
1883.1	0.066152562	0.069470463
1883.2	0.066152562	0.069470463
1883.3	0.066620072	0.07025103
1883.4	0.066853826	0.07025103
1883.5	0.066853826	0.07025103
1883.6	0.067087581	0.071031597
1883.7	0.067321335	0.071031597
1883.8	0.06755509	0.071031597
1883.9	0.06755509	0.071031597
1884	0.067788845	0.071031597
1884.1	0.068022599	0.071812164
1884.2	0.068022599	0.071812164
1884.3	0.068022599	0.071812164
1884.4	0.068022599	0.071812164
1884.5	0.068022599	0.071812164
1884.6	0.068022599	0.071812164
1884.7	0.068022599	0.071812164
1884.8	0.068256354	0.071812164
1884.9	0.068490109	0.072592731
1885	0.068256354	0.071812164
1885.1	0.068723863	0.072592731
1885.2	0.068957618	0.072592731
1885.3	0.068957618	0.072592731
1885.4	0.069191373	0.072592731
1885.5	0.069425127	0.073373298
1885.6	0.069658882	0.073373298
1885.7	0.069425127	0.073373298
1885.8	0.069658882	0.073373298
1885.9	0.070126391	0.074153865
1886	0.070126391	0.074153865
1886.1	0.070360146	0.074153865
1886.2	0.0705939	0.074153865
1886.3	0.07106141	0.074934432
1886.4	0.071295164	0.074934432
1886.5	0.071295164	0.074934432
1886.6	0.071762674	0.075714999
1886.7	0.071996428	0.075714999
1886.8	0.071996428	0.075714999
1886.9	0.072230183	0.075714999
1887	0.072463938	0.075714999
1887.1	0.072463938	0.076495566
1887.2	0.072463938	0.076495566
1887.3	0.072697692	0.076495566
1887.4	0.072931447	0.076495566
1887.5	0.072697692	0.076495566
1887.6	0.072931447	0.076495566
1887.7	0.072931447	0.076495566
1887.8	0.073165201	0.076495566
1887.9	0.072931447	0.076495566
1888	0.073165201	0.076495566
1888.1	0.073632711	0.077276133
1888.2	0.073398956	0.077276133
1888.3	0.073398956	0.077276133
1888.4	0.073866465	0.077276133
1888.5	0.073866465	0.077276133
1888.6	0.073866465	0.077276133
1888.7	0.07410022	0.0780567
1888.8	0.074333975	0.0780567
1888.9	0.074567729	0.0780567
1889	0.074333975	0.0780567
1889.1	0.074567729	0.0780567
1889.2	0.075035239	0.078837267
1889.3	0.074801484	0.078837267
1889.4	0.074801484	0.078837267
1889.5	0.075035239	0.078837267
1889.6	0.075035239	0.078837267
1889.7	0.074801484	0.078837267
1889.8	0.075035239	0.078837267
1889.9	0.075268993	0.078837267
1890	0.075035239	0.078837267
1890.1	0.075035239	0.078837267
1890.2	0.075268993	0.078837267
1890.3	0.075502748	0.079617834
1890.4	0.075502748	0.079617834
1890.5	0.075502748	0.078837267
1890.6	0.075736502	0.079617834
1890.7	0.075970257	0.079617834
1890.8	0.075736502	0.079617834
1890.9	0.075970257	0.079617834
1891	0.075970257	0.079617834
1891.1	0.075970257	0.079617834
1891.2	0.075736502	0.079617834
1891.3	0.075970257	0.079617834
1891.4	0.076204012	0.079617834
1891.5	0.075970257	0.079617834
1891.6	0.076204012	0.079617834
1891.7	0.076437766	0.080398401
1891.8	0.076671521	0.080398401
1891.9	0.076671521	0.080398401
1892	0.076905276	0.080398401
1892.1	0.07713903	0.081178968
1892.2	0.07713903	0.081178968
1892.3	0.07713903	0.080398401
1892.4	0.07760654	0.081178968
1892.5	0.077840294	0.081178968
1892.6	0.07760654	0.081178968
1892.7	0.077840294	0.081959535
1892.8	0.078307803	0.081959535
1892.9	0.078307803	0.081959535
1893	0.078307803	0.081959535
1893.1	0.078541558	0.081959535
1893.2	0.079009067	0.082740102
1893.3	0.078775313	0.082740102
1893.4	0.079009067	0.082740102
1893.5	0.079242822	0.082740102
1893.6	0.079242822	0.083520669
1893.7	0.079242822	0.082740102
1893.8	0.079242822	0.082740102
1893.9	0.079710331	0.083520669
1894	0.079710331	0.083520669
1894.1	0.079710331	0.083520669
1894.2	0.079944086	0.083520669
1894.3	0.080177841	0.084301236
1894.4	0.080411595	0.084301236
1894.5	0.080411595	0.084301236
1894.6	0.080879104	0.084301236
1894.7	0.081112859	0.085081803
1894.8	0.080879104	0.084301236
1894.9	0.081112859	0.085081803
1895	0.081580368	0.085081803
1895.1	0.081346614	0.085081803
1895.2	0.081346614	0.085081803
1895.3	0.081580368	0.085081803
1895.4	0.082047878	0.08586237
1895.5	0.081814123	0.08586237
1895.6	0.081814123	0.08586237
1895.7	0.082281632	0.08586237
1895.8	0.082281632	0.08586237
1895.9	0.082047878	0.08586237
1896	0.082047878	0.08586237
1896.1	0.082515387	0.086642937
1896.2	0.082515387	0.086642937
1896.3	0.082515387	0.086642937
1896.4	0.082749142	0.086642937
1896.5	0.083216651	0.086642937
1896.6	0.082749142	0.086642937
1896.7	0.083216651	0.086642937
1896.8	0.083450405	0.087423504
1896.9	0.08368416	0.087423504
1897	0.083450405	0.087423504
1897.1	0.083450405	0.087423504
1897.2	0.083917915	0.088204071
1897.3	0.08368416	0.087423504
1897.4	0.08368416	0.087423504
1897.5	0.084151669	0.088204071
1897.6	0.084151669	0.088204071
1897.7	0.084151669	0.088204071
1897.8	0.084385424	0.088204071
1897.9	0.084852933	0.088984638
1898	0.085086688	0.088984638
1898.1	0.084852933	0.088984638
1898.2	0.085086688	0.088984638
1898.3	0.085787952	0.089765205
1898.4	0.085554197	0.089765205
1898.5	0.085554197	0.089765205
1898.6	0.086021706	0.089765205
1898.7	0.086489216	0.090545772
1898.8	0.086489216	0.090545772
1898.9	0.086489216	0.090545772
1899	0.08719048	0.091326339
1899.1	0.08719048	0.091326339
1899.2	0.087424234	0.091326339
1899.3	0.087657989	0.091326339
1899.4	0.088125498	0.092106906
1899.5	0.087891744	0.092106906
1899.6	0.088125498	0.092106906
1899.7	0.088359253	0.092106906
1899.8	0.088593007	0.092106906
1899.9	0.088125498	0.092106906
1900	0.088593007	0.092106906
1900.1	0.088826762	0.092887473
1900.2	0.088826762	0.092887473
1900.3	0.088593007	0.092106906
1900.4	0.088826762	0.092887473
1900.5	0.089294271	0.092887473
1900.6	0.088826762	0.092887473
1900.7	0.089060517	0.092887473
1900.8	0.089761781	0.09366804
1900.9	0.089761781	0.09366804
1901	0.089528026	0.09366804
1901.1	0.089761781	0.09366804
1901.2	0.09022929	0.09366804
1901.3	0.089995535	0.09366804
1901.4	0.089761781	0.09366804
1901.5	0.09022929	0.09366804
1901.6	0.090463045	0.094448607
1901.7	0.09022929	0.094448607
1901.8	0.090463045	0.094448607
1901.9	0.090930554	0.094448607
1902	0.091164308	0.095229174
1902.1	0.090930554	0.094448607
1902.2	0.091164308	0.094448607
1902.3	0.091631818	0.095229174
1902.4	0.091398063	0.095229174
1902.5	0.091164308	0.095229174
1902.6	0.091865572	0.095229174
1902.7	0.092099327	0.096009741
1902.8	0.091865572	0.096009741
1902.9	0.092099327	0.096009741
1903	0.092800591	0.096790308
1903.1	0.092800591	0.096790308
1903.2	0.092566836	0.096790308
1903.3	0.093034346	0.096790308
1903.4	0.093501855	0.097570875
1903.5	0.0932681	0.096790308
1903.6	0.093034346	0.096790308
1903.7	0.093501855	0.097570875
1903.8	0.093735609	0.097570875
1903.9	0.0932681	0.097570875
1904	0.0932681	0.097570875
1904.1	0.093969364	0.097570875
1904.2	0.093735609	0.097570875
1904.3	0.093501855	0.097570875
1904.4	0.093735609	0.097570875
1904.5	0.094203119	0.098351442
1904.6	0.094203119	0.098351442
1904.7	0.093969364	0.097570875
1904.8	0.094436873	0.098351442
1904.9	0.094670628	0.098351442
1905	0.094203119	0.098351442
1905.1	0.094436873	0.098351442
1905.2	0.094904383	0.099132009
1905.3	0.094904383	0.099132009
1905.4	0.094436873	0.098351442
1905.5	0.094904383	0.099132009
1905.6	0.095138137	0.099132009
1905.7	0.094670628	0.099132009
1905.8	0.094670628	0.099132009
1905.9	0.095138137	0.099132009
1906	0.095138137	0.099132009
1906.1	0.094904383	0.099132009
1906.2	0.095138137	0.099132009
1906.3	0.095839401	0.099912576
1906.4	0.095605647	0.099912576
1906.5	0.095371892	0.099132009
1906.6	0.096073156	0.099912576
1906.7	0.09630691	0.099912576
1906.8	0.09630691	0.099912576
1906.9	0.09630691	0.099912576
1907	0.097008174	0.100693143
1907.1	0.097241929	0.101473711
1907.2	0.097008174	0.100693143
1907.3	0.097241929	0.101473711
1907.4	0.097943193	0.101473711
1907.5	0.097709438	0.101473711
1907.6	0.097475684	0.101473711
1907.7	0.098176948	0.102254278
1907.8	0.098644457	0.102254278
1907.9	0.098176948	0.102254278
1908	0.098176948	0.102254278
1908.1	0.098878211	0.103034845
1908.2	0.098878211	0.103034845
1908.3	0.098644457	0.102254278
1908.4	0.098878211	0.103034845
1908.5	0.099345721	0.103034845
1908.6	0.099111966	0.103034845
1908.7	0.099111966	0.103034845
1908.8	0.099345721	0.103034845
1908.9	0.09981323	0.103815412
1909	0.099111966	0.103034845
1909.1	0.099345721	0.103034845
1909.2	0.09981323	0.103815412
1909.3	0.100046985	0.103815412
1909.4	0.09981323	0.103815412
1909.5	0.09981323	0.103815412
1909.6	0.100514494	0.104595979
1909.7	0.100046985	0.103815412
1909.8	0.100046985	0.103815412
1909.9	0.100748249	0.104595979
1910	0.100748249	0.104595979
1910.1	0.100514494	0.104595979
1910.2	0.100748249	0.104595979
1910.3	0.101215758	0.105376546
1910.4	0.101215758	0.105376546
1910.5	0.100982003	0.104595979
1910.6	0.101449513	0.105376546
1910.7	0.101683267	0.105376546
1910.8	0.101449513	0.105376546
1910.9	0.101449513	0.105376546
1911	0.102150776	0.106157113
1911.1	0.102384531	0.106157113
1911.2	0.101917022	0.106157113
1911.3	0.102150776	0.106157113
1911.4	0.103085795	0.10693768
1911.5	0.10285204	0.10693768
1911.6	0.102384531	0.106157113
1911.7	0.103085795	0.10693768
1911.8	0.103553304	0.107718247
1911.9	0.10331955	0.107718247
1912	0.10331955	0.10693768
1912.1	0.104020814	0.107718247
1912.2	0.104488323	0.108498814
1912.3	0.104020814	0.107718247
1912.4	0.104488323	0.108498814
1912.5	0.105189587	0.109279381
1912.6	0.105189587	0.109279381
1912.7	0.104955832	0.109279381
1912.8	0.105423341	0.109279381
1912.9	0.106124605	0.110059948
1913	0.105423341	0.109279381
1913.1	0.105657096	0.109279381
1913.2	0.10635836	0.110059948
1913.3	0.10635836	0.110059948
1913.4	0.105890851	0.110059948
1913.5	0.10635836	0.110059948
1913.6	0.107059624	0.110840515
1913.7	0.106825869	0.110840515
1913.8	0.10635836	0.110059948
1913.9	0.107059624	0.110840515
1914	0.107527133	0.111621082
1914.1	0.107059624	0.110840515
1914.2	0.107059624	0.110840515
1914.3	0.107760888	0.111621082
1914.4	0.107760888	0.111621082
1914.5	0.107059624	0.110840515
1914.6	0.107760888	0.111621082
1914.7	0.108228397	0.112401649
1914.8	0.107760888	0.111621082
1914.9	0.107760888	0.111621082
1915	0.108228397	0.112401649
1915.1	0.108695906	0.112401649
1915.2	0.108462152	0.112401649
1915.3	0.108695906	0.112401649
1915.4	0.109630925	0.113182216
1915.5	0.109630925	0.113182216
1915.6	0.109163416	0.113182216
1915.7	0.109630925	0.113182216
1915.8	0.110332189	0.113962783
1915.9	0.109864679	0.113962783
1916	0.109864679	0.113962783
1916.1	0.110332189	0.113962783
1916.2	0.110565943	0.11474335
1916.3	0.110098434	0.113962783
1916.4	0.110332189	0.113962783
1916.5	0.110799698	0.11474335
1916.6	0.110799698	0.11474335
1916.7	0.110565943	0.11474335
1916.8	0.111033453	0.11474335
1916.9	0.111500962	0.115523917
1917	0.111033453	0.115523917
1917.1	0.110799698	0.11474335
1917.2	0.111734717	0.115523917
1917.3	0.111500962	0.115523917
1917.4	0.111267207	0.115523917
1917.5	0.111500962	0.115523917
1917.6	0.111968471	0.116304484
1917.7	0.111968471	0.116304484
1917.8	0.111500962	0.115523917
1917.9	0.111968471	0.116304484
1918	0.11243598	0.116304484
1918.1	0.111968471	0.116304484
1918.2	0.111734717	0.116304484
1918.3	0.11243598	0.116304484
1918.4	0.11243598	0.116304484
1918.5	0.111968471	0.116304484
1918.6	0.112202226	0.116304484
1918.7	0.11290349	0.117085051
1918.8	0.11243598	0.116304484
1918.9	0.112202226	0.116304484
1919	0.11290349	0.117085051
1919.1	0.113370999	0.117085051
1919.2	0.113137244	0.117085051
1919.3	0.11290349	0.117085051
1919.4	0.113604754	0.117865618
1919.5	0.113604754	0.117865618
1919.6	0.113137244	0.117085051
1919.7	0.113604754	0.117865618
1919.8	0.114072263	0.117865618
1919.9	0.113838508	0.117865618
1920	0.113370999	0.117085051
1920.1	0.114072263	0.117865618
1920.2	0.114306018	0.117865618
1920.3	0.113604754	0.117865618
1920.4	0.113604754	0.117865618
1920.5	0.114306018	0.117865618
1920.6	0.114072263	0.117865618
1920.7	0.113604754	0.117865618
1920.8	0.113838508	0.117865618
1920.9	0.114773527	0.118646185
1921	0.114306018	0.118646185
1921.1	0.114072263	0.117865618
1921.2	0.115007281	0.118646185
1921.3	0.115241036	0.119426752
1921.4	0.114539772	0.118646185
1921.5	0.114773527	0.118646185
1921.6	0.115474791	0.119426752
1921.7	0.115474791	0.119426752
1921.8	0.114773527	0.118646185
1921.9	0.115474791	0.119426752
1922	0.116176055	0.120207319
1922.1	0.115474791	0.119426752
1922.2	0.115241036	0.119426752
1922.3	0.116409809	0.120207319
1922.4	0.116643564	0.120987886
1922.5	0.116409809	0.120207319
1922.6	0.116643564	0.120207319
1922.7	0.117344828	0.120987886
1922.8	0.117344828	0.121768453
1922.9	0.116877319	0.120987886
1923	0.117812337	0.121768453
1923.1	0.118279846	0.12254902
1923.2	0.117812337	0.121768453
1923.3	0.117812337	0.121768453
1923.4	0.118513601	0.12254902
1923.5	0.118747356	0.12254902
1923.6	0.118279846	0.12254902
1923.7	0.118513601	0.12254902
1923.8	0.119214865	0.123329587
1923.9	0.118747356	0.123329587
1924	0.118513601	0.12254902
1924.1	0.11898111	0.123329587
1924.2	0.11944862	0.123329587
1924.3	0.11898111	0.123329587
1924.4	0.11898111	0.123329587
1924.5	0.119682374	0.124110154
1924.6	0.119682374	0.124110154
1924.7	0.119214865	0.123329587
1924.8	0.119682374	0.124110154
1924.9	0.120149883	0.124110154
1925	0.119682374	0.124110154
1925.1	0.119682374	0.123329587
1925.2	0.120383638	0.124110154
1925.3	0.120617393	0.124110154
1925.4	0.120149883	0.124110154
1925.5	0.120383638	0.124110154
1925.6	0.121084902	0.124890721
1925.7	0.121084902	0.124890721
1925.8	0.120851147	0.124890721
1925.9	0.121084902	0.124890721
1926	0.121552411	0.125671288
1926.1	0.121318657	0.125671288
1926.2	0.121084902	0.124890721
1926.3	0.121786166	0.125671288
1926.4	0.122019921	0.126451855
1926.5	0.121552411	0.125671288
1926.6	0.121552411	0.125671288
1926.7	0.12248743	0.126451855
1926.8	0.122253675	0.126451855
1926.9	0.121786166	0.125671288
1927	0.12248743	0.126451855
1927.1	0.122954939	0.127232422
1927.2	0.12248743	0.126451855
1927.3	0.12248743	0.126451855
1927.4	0.123188694	0.127232422
1927.5	0.123656203	0.127232422
1927.6	0.122954939	0.127232422
1927.7	0.123188694	0.127232422
1927.8	0.124123712	0.128012989
1927.9	0.123656203	0.128012989
1928	0.123188694	0.127232422
1928.1	0.123889958	0.128012989
1928.2	0.124591222	0.128793556
1928.3	0.123889958	0.128012989
1928.4	0.123656203	0.128012989
1928.5	0.124591222	0.128793556
1928.6	0.124824976	0.128793556
1928.7	0.123889958	0.128012989
1928.8	0.124123712	0.128012989
1928.9	0.124824976	0.128793556
1929	0.124591222	0.128793556
1929.1	0.124357467	0.128793556
1929.2	0.124591222	0.128793556
1929.3	0.125292485	0.129574123
1929.4	0.125058731	0.129574123
1929.5	0.124824976	0.128793556
1929.6	0.125759995	0.129574123
1929.7	0.125759995	0.129574123
1929.8	0.125292485	0.129574123
1929.9	0.125759995	0.129574123
1930	0.126227504	0.13035469
1930.1	0.126227504	0.13035469
1930.2	0.125759995	0.129574123
1930.3	0.126461259	0.13035469
1930.4	0.126695013	0.131135257
1930.5	0.126227504	0.13035469
1930.6	0.126227504	0.13035469
1930.7	0.126928768	0.131135257
1930.8	0.126695013	0.131135257
1930.9	0.126227504	0.13035469
1931	0.126695013	0.131135257
1931.1	0.127396277	0.131915824
1931.2	0.126928768	0.131135257
1931.3	0.126695013	0.131135257
1931.4	0.127396277	0.131915824
1931.5	0.127863786	0.131915824
1931.6	0.127396277	0.131135257
1931.7	0.127396277	0.131135257
1931.8	0.12856505	0.132696391
1931.9	0.128331296	0.132696391
1932	0.127630032	0.131915824
1932.1	0.128331296	0.132696391
1932.2	0.12903256	0.132696391
1932.3	0.12856505	0.132696391
1932.4	0.128097541	0.131915824
1932.5	0.12903256	0.133476958
1932.6	0.129266314	0.133476958
1932.7	0.128331296	0.132696391
1932.8	0.12856505	0.132696391
1932.9	0.129500069	0.133476958
1933	0.12903256	0.133476958
1933.1	0.128798805	0.132696391
