intrinsic_carbon intrinsic_chromium	Temperature	PhaseEnthalpy
6.45262e-011 2.75376 1510 1.03867e+006 
6.45262e-011 2.75376 1515 1.04238e+006 
6.45262e-011 2.75376 1520 1.04609e+006 
6.45262e-011 2.75376 1525 1.04981e+006 
6.45262e-011 2.75376 1530 1.05353e+006 
6.45262e-011 2.75376 1535 1.05725e+006 
6.45262e-011 2.75376 1540 1.06098e+006 
6.45262e-011 2.75376 1545 1.06472e+006 
6.45262e-011 2.75376 1550 1.06847e+006 
6.45262e-011 2.75376 1555 1.07223e+006 
6.45262e-011 2.75376 1560 1.07601e+006 
6.45262e-011 2.75376 1565 1.07979e+006 
6.45262e-011 2.75376 1570 1.08359e+006 
6.45262e-011 2.75376 1575 1.08739e+006 
6.45262e-011 2.75376 1580 1.09121e+006 
6.45262e-011 2.75376 1585 1.09503e+006 
6.45262e-011 2.75376 1590 1.09887e+006 
6.45262e-011 2.75376 1595 1.10271e+006 
6.45262e-011 2.75376 1600 1.10657e+006 
6.45262e-011 5.39654 100 55280.8 
6.45262e-011 5.39654 105 57666.7 
6.45262e-011 5.39654 110 60062.3 
6.45262e-011 5.39654 115 62467.4 
6.45262e-011 5.39654 120 64882.2 
6.45262e-011 5.39654 125 67306.5 
6.45262e-011 5.39654 130 69740.5 
6.45262e-011 5.39654 135 72184 
6.45262e-011 5.39654 140 74637.1 
6.45262e-011 5.39654 145 77099.9 
6.45262e-011 5.39654 150 79572.3 
6.45262e-011 5.39654 155 82054.3 
6.45262e-011 5.39654 160 84546.1 
6.45262e-011 5.39654 165 87047.6 
6.45262e-011 5.39654 170 89558.8 
6.45262e-011 5.39654 175 92079.9 
6.45262e-011 5.39654 180 94610.8 
6.45262e-011 5.39654 185 97151.5 
6.45262e-011 5.39654 190 99702.3 
6.45262e-011 5.39654 195 102263 
6.45262e-011 5.39654 200 104834 
6.45262e-011 5.39654 205 107415 
6.45262e-011 5.39654 210 110006 
6.45262e-011 5.39654 215 112607 
6.45262e-011 5.39654 220 115219 
6.45262e-011 5.39654 225 117841 
6.45262e-011 5.39654 230 120474 
6.45262e-011 5.39654 235 123117 
6.45262e-011 5.39654 240 125771 
6.45262e-011 5.39654 245 128435 
6.45262e-011 5.39654 250 131111 
6.45262e-011 5.39654 255 133797 
6.45262e-011 5.39654 260 136494 
6.45262e-011 5.39654 265 139203 
6.45262e-011 5.39654 270 141922 
6.45262e-011 5.39654 275 144653 
6.45262e-011 5.39654 280 147396 
6.45262e-011 5.39654 285 150149 
6.45262e-011 5.39654 290 152915 
6.45262e-011 5.39654 295 155692 
6.45262e-011 5.39654 300 158481 
6.45262e-011 5.39654 305 161282 
6.45262e-011 5.39654 310 164096 
6.45262e-011 5.39654 315 166921 
6.45262e-011 5.39654 320 169759 
6.45262e-011 5.39654 325 172609 
6.45262e-011 5.39654 330 175472 
6.45262e-011 5.39654 335 178347 
6.45262e-011 5.39654 340 181236 
6.45262e-011 5.39654 345 184137 
6.45262e-011 5.39654 350 187052 
6.45262e-011 5.39654 355 189980 
6.45262e-011 5.39654 360 192921 
6.45262e-011 5.39654 365 195876 
6.45262e-011 5.39654 370 198845 
6.45262e-011 5.39654 375 201828 
6.45262e-011 5.39654 380 204825 
6.45262e-011 5.39654 385 207836 
6.45262e-011 5.39654 390 210862 
6.45262e-011 5.39654 395 213902 
6.45262e-011 5.39654 400 216957 
6.45262e-011 5.39654 405 220027 
6.45262e-011 5.39654 410 223112 
6.45262e-011 5.39654 415 226213 
6.45262e-011 5.39654 420 229329 
6.45262e-011 5.39654 425 232461 
6.45262e-011 5.39654 430 235609 
6.45262e-011 5.39654 435 238773 
6.45262e-011 5.39654 440 241953 
6.45262e-011 5.39654 445 245150 
6.45262e-011 5.39654 450 248364 
6.45262e-011 5.39654 455 251595 
6.45262e-011 5.39654 460 254844 
6.45262e-011 5.39654 465 258110 
6.45262e-011 5.39654 470 261393 
6.45262e-011 5.39654 475 264695 
6.45262e-011 5.39654 480 268015 
6.45262e-011 5.39654 485 271354 
6.45262e-011 5.39654 490 274712 
6.45262e-011 5.39654 495 278089 
6.45262e-011 5.39654 500 281486 
6.45262e-011 5.39654 505 284902 
6.45262e-011 5.39654 510 288338 
6.45262e-011 5.39654 515 291795 
6.45262e-011 5.39654 520 295273 
6.45262e-011 5.39654 525 298772 
6.45262e-011 5.39654 530 302293 
6.45262e-011 5.39654 535 305835 
6.45262e-011 5.39654 540 309400 
6.45262e-011 5.39654 545 312987 
6.45262e-011 5.39654 550 316598 
6.45262e-011 5.39654 555 320232 
6.45262e-011 5.39654 560 323890 
6.45262e-011 5.39654 565 327573 
6.45262e-011 5.39654 570 331281 
