avg_carbon	avg_chromium	Temperature	PhaseFraction	PhaseComposition_carbon PhaseComposition_chromium
1.8 27.6 725 0.20081 8.95778 82.9349 
1.8 27.6 730 0.200825 8.95654 82.7374 
1.8 27.6 735 0.200839 8.95535 82.5469 
1.8 27.6 740 0.200852 8.95416 82.3564 
1.8 27.6 745 0.200864 8.95297 82.1658 
1.8 27.6 750 0.200875 8.95178 81.9752 
1.8 27.6 755 0.200885 8.95059 81.7846 
1.8 27.6 760 0.200894 8.9494 81.5939 
1.8 27.6 765 0.200902 8.9482 81.4033 
1.8 27.6 770 0.200908 8.94701 81.2127 
1.8 27.6 775 0.200914 8.94582 81.0221 
1.8 27.6 780 0.200918 8.94463 80.8316 
1.8 27.6 785 0.20092 8.94344 80.6411 
1.8 27.6 790 0.200921 8.94225 80.4508 
1.8 27.6 795 0.200921 8.94106 80.2606 
1.8 27.6 800 0.200919 8.93987 80.0705 
1.8 27.6 805 0.200915 8.93869 79.8805 
1.8 27.6 810 0.20091 8.9375 79.6907 
1.8 27.6 815 0.200903 8.93631 79.5011 
1.8 27.6 820 0.200894 8.93513 79.3118 
1.8 27.6 825 0.200883 8.93395 79.1226 
1.8 27.6 830 0.20087 8.93277 78.9338 
1.8 27.6 835 0.200856 8.93159 78.7452 
1.8 27.6 840 0.200838 8.93041 78.5569 
1.8 27.6 845 0.200819 8.92924 78.3689 
1.8 27.6 850 0.200798 8.92806 78.1813 
1.8 27.6 855 0.200774 8.92689 77.994 
1.8 27.6 860 0.200747 8.92573 77.8071 
1.8 27.6 865 0.200718 8.92456 77.6206 
1.8 27.6 870 0.200687 8.9234 77.4345 
1.8 27.6 875 0.200653 8.92224 77.2489 
1.8 27.6 880 0.200616 8.92108 77.0637 
1.8 27.6 885 0.200075 8.92041 76.9559 
1.8 27.6 890 0.199301 8.91997 76.8855 
1.8 27.6 895 0.198585 8.91948 76.8072 
1.8 27.6 900 0.197913 8.91894 76.7222 
1.8 27.6 905 0.197278 8.91838 76.6312 
1.8 27.6 910 0.196672 8.91778 76.5351 
1.8 27.6 915 0.196088 8.91715 76.4344 
1.8 27.6 920 0.195524 8.91649 76.3296 
1.8 27.6 925 0.194973 8.91581 76.2213 
1.8 27.6 930 0.194435 8.91512 76.1098 
1.8 27.6 935 0.193905 8.9144 75.9955 
1.8 27.6 940 0.193383 8.91367 75.8787 
1.8 27.6 945 0.192865 8.91293 75.7596 
1.8 27.6 950 0.192351 8.91217 75.6385 
1.8 27.6 955 0.191839 8.9114 75.5157 
1.8 27.6 960 0.191327 8.91063 75.3913 
1.8 27.6 965 0.190816 8.90984 75.2654 
1.8 27.6 970 0.190304 8.90905 75.1384 
1.8 27.6 975 0.18979 8.90824 75.0102 
1.8 27.6 980 0.189273 8.90744 74.8811 
1.8 27.6 985 0.188754 8.90662 74.7512 
1.8 27.6 990 0.18823 8.90581 74.6205 
1.8 27.6 995 0.187703 8.90499 74.4893 
1.8 27.6 1000 0.187171 8.90416 74.3575 
1.8 27.6 1005 0.186634 8.90334 74.2254 
1.8 27.6 1010 0.186091 8.90251 74.0929 
1.8 27.6 1015 0.185543 8.90168 73.9602 
1.8 27.6 1020 0.184989 8.90085 73.8273 
1.8 27.6 1025 0.184428 8.90002 73.6944 
1.8 27.6 1030 0.183861 8.89919 73.5614 
